職場の様子,休日休暇(月曜日),（派遣先）配属先部署　男女比　男,大手企業,交通費別途支給,（派遣先）配属先部署　人数,残業月20時間以上,職種コード,1日7時間以下勤務OK,短時間勤務OK(1日4h以内),学校・公的機関（官公庁）,土日祝のみ勤務,Wordのスキルを活かす,勤務地　最寄駅1（分）,お仕事No.,派遣スタッフ活躍中,大量募集,Accessのスキルを活かす,休日休暇(火曜日),平日休みあり,フラグオプション選択,期間・時間　勤務期間,派遣形態,週2・3日OK,勤務先公開,Excelのスキルを活かす,16時前退社OK,正社員登用あり,残業月20時間未満,英語力不要,休日休暇(日曜日),社員食堂あり,10時以降出社OK,英語以外の語学力を活かす,休日休暇(祝日),外資系企業,服装自由,PowerPointのスキルを活かす,休日休暇(土曜日),休日休暇(木曜日),（派遣先）配属先部署　平均年齢,英語力を活かす,会社概要　業界コード,勤務地　都道府県コード,PCスキル不要,制服あり,休日休暇(水曜日),仕事の仕方,勤務地　最寄駅1（駅からの交通手段）,紹介予定派遣,シフト勤務,経験者優遇,週4日勤務,未経験OK,土日祝休み,給与/交通費　交通費,休日休暇(金曜日),扶養控除内,給与/交通費　給与下限,オフィスが禁煙・分煙,勤務地　市区町村コード,残業なし
3,0,0,0,1,1,0,20020,1,0,0,0,1,5,2203529974,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,40,0,29300,13,0,0,0,1,1,0,0,1,0,1,1,2,0,0,1700,1,101,1
3,0,6,1,0,5,0,20040,1,0,0,0,1,3,2203510171,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,41,0,27000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1650,1,105,1
3,0,6,1,0,5,0,20040,1,0,0,0,1,3,2203510171,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,41,0,27000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1650,1,105,1
3,0,3,0,0,3,0,22030,1,0,0,0,1,2,2203528926,1,0,0,0,0,1,5,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,42,0,27000,13,0,0,0,4,1,0,0,1,0,0,1,3,0,0,1700,1,101,1
3,0,3,0,0,3,0,22030,1,0,0,0,1,2,2203528926,1,0,0,0,0,1,5,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,42,0,27000,13,0,0,0,4,1,0,0,1,0,0,1,3,0,0,1700,1,101,1
2,0,7,0,1,3,0,20030,0,1,0,0,1,8,2203545081,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,40,0,23000,13,0,1,0,1,1,0,0,1,0,1,1,2,0,0,1650,1,106,1
2,0,7,0,1,3,0,20030,0,1,0,0,1,8,2203545081,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,40,0,23000,13,0,1,0,1,1,0,0,1,0,1,1,2,0,0,1650,1,106,1
3,0,7,0,1,4,0,20610,1,0,0,0,1,8,2203548036,0,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,45,0,22000,13,0,1,0,2,1,0,0,1,0,1,1,2,0,0,1600,1,102,1
3,0,7,0,1,4,0,20610,1,0,0,0,1,8,2203548036,0,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,45,0,22000,13,0,1,0,2,1,0,0,1,0,1,1,2,0,0,1600,1,102,1
3,0,7,0,1,17,0,20020,0,0,0,0,1,5,2203548540,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,33,0,27000,13,0,0,0,5,1,0,0,1,0,1,1,2,0,0,1710,1,103,1
3,0,7,0,1,17,0,20020,0,0,0,0,1,5,2203548540,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,33,0,27000,13,0,0,0,5,1,0,0,1,0,1,1,2,0,0,1710,1,103,1
3,0,6,0,1,40,0,20020,0,0,0,0,1,3,2203498295,1,0,0,0,0,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,37,0,21000,13,0,0,0,3,1,0,0,1,0,1,1,2,0,0,1700,1,106,0
3,0,6,0,1,40,0,20020,0,0,0,0,1,3,2203498295,1,0,0,0,0,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,37,0,21000,13,0,0,0,3,1,0,0,1,0,1,1,2,0,0,1700,1,106,0
3,0,7,0,0,12,0,20020,0,0,1,0,1,7,2203517239,1,0,0,0,0,3,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,44,0,30000,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1700,1,103,0
3,0,7,0,0,12,0,20020,0,0,1,0,1,7,2203517239,1,0,0,0,0,3,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,44,0,30000,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1700,1,103,0
3,0,4,0,1,5,0,20040,1,0,0,0,1,1,2203522447,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,40,0,26000,13,0,0,0,4,1,0,0,1,0,1,1,2,0,0,1650,1,103,1
3,0,4,0,1,5,0,20040,1,0,0,0,1,1,2203522447,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,40,0,26000,13,0,0,0,4,1,0,0,1,0,1,1,2,0,0,1650,1,103,1
2,0,5,0,0,4,0,20020,1,0,1,0,1,2,2203550460,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,45,0,30000,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1650,1,103,1
2,0,5,0,0,20,0,20020,1,0,1,0,1,12,2203507835,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,40,0,30000,13,0,0,0,1,1,0,0,1,0,0,1,3,0,0,1500,1,105,1
2,0,5,0,0,20,0,20020,1,0,1,0,1,12,2203507835,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,40,0,30000,13,0,0,0,1,1,0,0,1,0,0,1,3,0,0,1500,1,105,1
3,0,6,1,0,25,0,20020,1,0,0,0,1,10,2203548103,0,0,0,0,0,1,5,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,30,0,29000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1600,1,114,1
3,0,6,1,0,25,0,20020,1,0,0,0,1,10,2203548103,0,0,0,0,0,1,5,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,30,0,29000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1600,1,114,1
3,0,5,0,0,4,0,20030,0,0,0,0,1,7,2203532214,0,0,0,0,0,3,5,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,40,0,22000,13,0,0,0,3,1,1,0,1,0,1,1,3,0,0,1600,1,107,1
3,0,5,0,0,4,0,20030,0,0,0,0,1,7,2203532214,0,0,0,0,0,3,5,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,40,0,22000,13,0,0,0,3,1,1,0,1,0,1,1,3,0,0,1600,1,107,1
3,0,8,1,0,9,0,20310,0,0,0,0,1,4,2203544056,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,40,0,22000,13,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1700,1,116,1
3,0,8,1,0,9,0,20310,0,0,0,0,1,4,2203544056,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,40,0,22000,13,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1700,1,116,1
3,0,1,1,0,120,0,20020,0,0,0,0,1,5,2203511043,1,0,0,0,0,3,5,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,34,0,28000,13,0,0,0,5,1,1,0,1,0,1,1,3,0,0,1530,1,104,0
3,0,2,0,0,26,0,20510,0,0,0,0,1,5,2203539407,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,40,0,28000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1750,1,105,1
3,0,2,0,0,26,0,20510,0,0,0,0,1,5,2203539407,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,40,0,28000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1750,1,105,1
2,0,1,1,0,35,0,20310,0,0,0,0,1,3,2203548071,1,0,0,0,0,1,5,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,37,0,23000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1750,1,106,0
3,0,3,0,0,3,0,20020,1,0,0,0,1,3,2203551358,1,0,0,0,0,3,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,40,0,23000,13,0,1,0,3,1,0,0,1,0,0,1,3,0,0,1800,1,102,0
3,0,6,1,0,13,0,20310,0,0,0,0,1,2,2203532188,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,38,0,22000,13,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1750,1,108,1
3,0,6,1,0,13,0,20310,0,0,0,0,1,2,2203532188,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,38,0,22000,13,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1750,1,108,1
3,0,5,0,0,4,0,20020,0,0,0,0,1,1,2203512296,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,48,0,27000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1600,1,106,1
3,0,6,0,0,20,0,20040,1,0,0,0,1,5,2203527950,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,45,0,23000,13,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1550,1,109,1
3,0,6,0,0,20,0,20040,1,0,0,0,1,5,2203527950,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,45,0,23000,13,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1550,1,109,1
3,0,4,1,0,8,0,20310,0,0,0,0,1,5,2203502300,1,0,0,0,0,3,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,49,1,22000,13,0,1,0,2,1,0,0,1,0,1,1,3,0,0,1600,1,104,1
3,0,4,1,0,8,0,20310,0,0,0,0,1,5,2203502300,1,0,0,0,0,3,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,49,1,22000,13,0,1,0,2,1,0,0,1,0,1,1,3,0,0,1600,1,104,1
3,0,0,0,0,2,0,22030,0,0,0,0,1,2,2203527622,0,0,0,0,0,3,5,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,34,0,27000,13,0,0,0,3,1,1,0,1,0,1,1,3,0,0,1500,1,102,1
3,0,0,0,0,2,0,22030,0,0,0,0,1,2,2203527622,0,0,0,0,0,3,5,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,34,0,27000,13,0,0,0,3,1,1,0,1,0,1,1,3,0,0,1500,1,102,1
3,0,0,0,1,30,0,20020,1,0,0,0,1,2,2203550666,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,35,0,21000,13,0,0,0,1,1,0,0,1,0,0,1,2,0,0,1700,1,108,1
3,0,3,0,1,16,0,22030,0,0,0,0,1,4,2203537419,1,0,0,0,0,1,3,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,37,0,27000,13,0,0,0,1,1,0,0,1,0,0,1,2,0,0,1800,1,103,1
3,0,3,0,1,16,0,22030,0,0,0,0,1,4,2203537419,1,0,0,0,0,1,3,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,37,0,27000,13,0,0,0,1,1,0,0,1,0,0,1,2,0,0,1800,1,103,1
3,0,0,0,0,5,0,20510,1,0,0,0,1,10,2203519871,1,0,0,0,0,1,5,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,45,0,28000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1600,1,109,1
3,0,0,0,0,5,0,20510,1,0,0,0,1,10,2203519871,1,0,0,0,0,1,5,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,45,0,28000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1600,1,109,1
3,0,5,0,0,300,0,20020,0,0,0,0,0,4,2203550879,1,0,0,0,0,1,5,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,27,0,27002,13,0,0,0,5,1,0,0,1,0,0,1,3,0,0,1850,1,113,1
2,0,8,0,0,50,0,20020,0,0,0,0,1,7,2203535953,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,36,0,27000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1550,1,123,1
2,0,8,0,0,50,0,20020,0,0,0,0,1,7,2203535953,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,36,0,27000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1550,1,123,1
2,0,0,0,0,17,0,20020,1,1,1,0,1,10,2203529341,1,0,0,0,0,1,5,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,40,0,30000,13,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1420,1,106,1
2,0,0,0,0,17,0,20020,1,1,1,0,1,10,2203529341,1,0,0,0,0,1,5,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,40,0,30000,13,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1420,1,106,1
3,0,2,0,0,5,0,20310,0,0,0,0,1,8,2203550727,1,0,0,0,0,3,5,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,40,1,23000,13,0,0,0,5,1,0,0,1,0,0,1,3,0,0,1800,1,103,0
3,0,6,0,0,8,0,20020,1,0,1,0,1,4,2203550355,0,0,0,0,0,1,5,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,34,0,30000,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1540,1,102,1
3,0,6,0,0,8,0,20020,1,0,1,0,1,4,2203550355,0,0,0,0,0,1,5,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,34,0,30000,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1540,1,102,1
3,0,5,0,1,2,0,22030,0,0,0,0,1,12,2203474123,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,42,0,22000,13,0,0,0,2,1,0,0,1,0,0,1,2,0,0,1840,1,109,1
3,0,5,0,1,2,0,22030,0,0,0,0,1,12,2203474123,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,42,0,22000,13,0,0,0,2,1,0,0,1,0,0,1,2,0,0,1840,1,109,1
2,0,5,0,0,19,0,20020,1,0,1,0,1,6,2203504099,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,40,0,30000,13,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1550,1,116,1
2,0,5,0,0,19,0,20020,1,0,1,0,1,6,2203504099,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,40,0,30000,13,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1550,1,116,1
3,0,3,1,0,180,1,20020,0,0,0,0,1,5,2203532758,1,1,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,45,0,21000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1650,1,111,0
3,0,3,1,0,180,1,20020,0,0,0,0,1,5,2203532758,1,1,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,45,0,21000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1650,1,111,0
3,0,7,0,0,3,0,20020,0,0,0,0,1,7,2203531107,0,0,0,0,0,1,5,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,48,0,21000,13,0,0,0,4,1,1,0,1,0,1,1,3,0,0,1550,1,102,1
3,0,7,0,0,3,0,20020,0,0,0,0,1,7,2203531107,0,0,0,0,0,1,5,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,48,0,21000,13,0,0,0,4,1,1,0,1,0,1,1,3,0,0,1550,1,102,1
2,0,3,0,0,6,1,20020,0,0,0,0,1,5,2203536590,1,0,0,0,1,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,30,0,29000,13,0,0,1,4,1,0,0,1,0,1,0,3,0,0,1650,1,101,0
2,0,3,0,0,6,1,20020,0,0,0,0,1,5,2203536590,1,0,0,0,1,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,30,0,29000,13,0,0,1,4,1,0,0,1,0,1,0,3,0,0,1650,1,101,0
3,0,8,0,0,6,0,20030,0,0,0,0,1,3,2203550795,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,42,0,23000,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1570,1,111,1
3,0,2,0,0,10,0,20020,0,0,0,0,1,6,2203543129,1,0,0,0,0,3,5,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,41,0,23000,13,0,0,0,1,1,0,0,1,0,0,1,3,0,0,1800,1,103,0
3,0,4,0,0,5,0,20040,0,0,0,0,1,5,2203490113,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,34,0,27000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1600,1,108,1
3,0,2,0,1,13,0,20020,0,0,0,0,1,6,2203507963,1,0,0,0,0,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,32,0,29000,13,0,1,0,5,1,0,0,1,0,1,1,2,0,0,1550,1,107,0
3,0,2,0,1,13,0,20020,0,0,0,0,1,6,2203507963,1,0,0,0,0,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,32,0,29000,13,0,1,0,5,1,0,0,1,0,1,1,2,0,0,1550,1,107,0
3,0,2,1,0,14,1,20020,0,0,0,0,1,3,2203514553,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,40,0,21000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1700,1,107,0
3,0,2,1,0,14,1,20020,0,0,0,0,1,3,2203514553,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,40,0,21000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1700,1,107,0
3,0,1,0,0,11,0,20020,0,0,0,0,1,10,2203547567,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,45,0,28000,13,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1580,1,116,1
3,0,5,0,0,8,0,20310,1,0,0,0,1,5,2203504615,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,43,0,23000,13,0,0,0,5,1,0,0,1,0,0,1,3,0,0,1800,1,101,1
3,0,5,0,0,8,0,20310,1,0,0,0,1,5,2203504615,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,43,0,23000,13,0,0,0,5,1,0,0,1,0,0,1,3,0,0,1800,1,101,1
3,0,4,0,0,7,0,20020,0,0,0,0,1,10,2203549567,1,0,0,0,0,1,5,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,32,0,21000,13,0,0,0,4,1,0,0,1,0,1,1,3,0,0,1700,1,113,1
3,0,4,0,0,7,0,20020,0,0,0,0,1,10,2203549567,1,0,0,0,0,1,5,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,32,0,21000,13,0,0,0,4,1,0,0,1,0,1,1,3,0,0,1700,1,113,1
3,0,8,0,0,6,0,20610,1,0,0,0,1,1,2203506083,0,0,0,0,0,1,5,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,37,0,28000,13,0,0,0,1,1,0,0,1,0,0,1,3,0,0,1720,1,101,1
3,0,8,0,0,6,0,20610,1,0,0,0,1,1,2203506083,0,0,0,0,0,1,5,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,37,0,28000,13,0,0,0,1,1,0,0,1,0,0,1,3,0,0,1720,1,101,1
3,0,5,0,0,2,0,20020,0,0,0,0,1,5,2203516496,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,55,0,27000,13,0,0,0,1,1,0,0,1,0,0,1,3,0,0,1800,1,101,1
3,0,5,0,0,2,0,20020,0,0,0,0,1,5,2203516496,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,55,0,27000,13,0,0,0,1,1,0,0,1,0,0,1,3,0,0,1800,1,101,1
3,0,3,1,0,15,0,22030,0,0,0,0,1,5,2203536797,1,0,0,0,0,1,3,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,45,0,22000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1700,1,109,1
3,0,3,1,0,15,0,22030,0,0,0,0,1,5,2203536797,1,0,0,0,0,1,3,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,45,0,22000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1700,1,109,1
3,0,9,0,0,14,0,20020,1,0,0,0,1,3,2203549351,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,39,0,29000,13,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1650,1,106,1
3,0,9,0,0,14,0,20020,1,0,0,0,1,3,2203549351,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,39,0,29000,13,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1650,1,106,1
2,0,5,0,0,8,0,20610,0,0,0,0,1,6,2203525027,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,43,0,21000,13,0,0,0,4,1,0,0,1,0,1,1,3,0,0,1700,1,109,1
2,0,5,0,0,8,0,20610,0,0,0,0,1,6,2203525027,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,43,0,21000,13,0,0,0,4,1,0,0,1,0,1,1,3,0,0,1700,1,109,1
4,0,5,0,1,11,0,20030,0,0,0,0,1,5,2203537704,1,0,0,0,1,1,5,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,37,0,26000,13,0,1,1,5,1,1,0,1,0,1,0,2,0,0,1550,1,102,0
3,0,3,1,0,13,0,20310,0,0,0,0,1,3,2203545455,1,0,0,0,0,1,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,35,1,29000,13,0,0,0,5,1,0,0,1,0,0,1,3,0,0,1700,1,107,1
3,0,3,1,0,13,0,20310,0,0,0,0,1,3,2203545455,1,0,0,0,0,1,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,35,1,29000,13,0,0,0,5,1,0,0,1,0,0,1,3,0,0,1700,1,107,1
3,0,2,1,0,10,0,20040,0,0,0,0,1,5,2203547049,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,41,0,22000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1540,1,109,1
3,0,3,0,0,23,0,22030,0,0,0,0,1,8,2203549019,1,0,0,0,0,3,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,38,0,21000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1700,1,101,0
3,0,3,0,0,23,0,22030,0,0,0,0,1,8,2203549019,1,0,0,0,0,3,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,38,0,21000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1700,1,101,0
3,0,7,0,0,3,0,20040,1,0,0,0,1,5,2203510095,1,0,0,0,0,1,5,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,35,0,28000,13,0,0,0,4,1,0,0,1,0,1,1,3,0,0,1460,1,101,1
3,0,7,0,0,3,0,20040,1,0,0,0,1,5,2203510095,1,0,0,0,0,1,5,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,35,0,28000,13,0,0,0,4,1,0,0,1,0,1,1,3,0,0,1460,1,101,1
3,0,7,0,0,9,0,20020,0,0,0,0,1,5,2203540946,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,43,0,29000,13,0,0,0,5,1,0,0,1,0,0,1,3,0,0,1800,1,108,1
3,0,7,0,0,9,0,20020,0,0,0,0,1,5,2203540946,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,43,0,29000,13,0,0,0,5,1,0,0,1,0,0,1,3,0,0,1800,1,108,1
3,0,3,0,0,110,0,22030,0,0,0,0,1,6,2203528844,0,0,0,0,0,1,5,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,31,0,27002,13,0,0,0,2,1,1,0,1,0,1,1,3,0,0,1650,1,101,0
3,0,3,0,0,110,0,22030,0,0,0,0,1,6,2203528844,0,0,0,0,0,1,5,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,31,0,27002,13,0,0,0,2,1,1,0,1,0,1,1,3,0,0,1650,1,101,0
3,0,5,1,0,10,1,20020,0,0,0,0,1,3,2203550483,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,38,0,23000,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1750,1,101,0
3,0,5,0,0,2,0,22020,0,0,0,0,1,3,2203541815,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,54,0,28000,13,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1600,1,101,1
3,0,3,0,0,10,0,22020,1,0,0,0,1,8,2203526330,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,42,0,27000,13,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1600,1,116,1
3,0,3,0,0,10,0,22020,1,0,0,0,1,8,2203526330,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,42,0,27000,13,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1600,1,116,1
3,0,6,0,0,10,0,20320,1,0,0,0,1,3,2203541114,1,0,0,0,0,3,5,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,35,1,27000,13,0,0,0,4,1,0,0,1,0,0,1,3,0,0,1800,1,103,0
